sl.no,State_Name,District_Name,Taluk,Village,Lattitude,Longitude
5755,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Jomlo Mobuk ,28.197407,94.795212
5756,ARUNACHAL PRADESH,West Siang,Kamba,Nomuk,28.210621,94.656937
5757,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Sipeng,28.211769,94.740074
5758,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Model,28.21298,94.878441
5759,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Beging,28.213545,94.868713
5760,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Gebo,28.215942,94.80333
5761,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Ralung,28.216251,94.88665
5763,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Damda Debuk,28.2192,94.9007869
5764,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Mori,28.223156,94.806351
5765,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Damda Deku,28.22455,94.907394
5766,ARUNACHAL PRADESH,West Siang,Likabali ,Silli,28.231348,95.132164
5767,ARUNACHAL PRADESH,West Siang,Kamba,Kamba H.Q.,28.235834,94.6623
5768,ARUNACHAL PRADESH,West Siang,Pidi,Karo,28.2397845,95.0186559
5769,ARUNACHAL PRADESH,West Siang,Kamba,Kamba,28.24288,94.69117
5770,ARUNACHAL PRADESH,West Siang,Kamba,Karga,28.247242,94.651596
5771,ARUNACHAL PRADESH,West Siang,Tato ,V.B. Camp,28.251587,95.13633
5772,ARUNACHAL PRADESH,West Siang,Rumgong,Rumgong H.Q.,28.254023,94.862373
5773,ARUNACHAL PRADESH,West Siang,Kamba,Kamki,28.2549,94.658798
5774,ARUNACHAL PRADESH,West Siang,Kaying ,Kaying ,28.2604356,94.6812086
5777,ARUNACHAL PRADESH,West Siang,Rumgong,Jomo,28.262428,94.830063
5778,ARUNACHAL PRADESH,West Siang,Kamba,Ravi,28.262559,94.656414
5779,ARUNACHAL PRADESH,West Siang,Rumgong,Mopung,28.291256,94.831375
5780,ARUNACHAL PRADESH,West Siang,Rumgong,Rumgong,28.3109465,94.8871505
5782,ARUNACHAL PRADESH,West Siang,Rumgong,Molom,28.3157756,94.8021092
5783,ARUNACHAL PRADESH,West Siang,Rumgong,Yogong,28.335367,94.848373
5784,ARUNACHAL PRADESH,West Siang,West Siang,West Siang,28.4119208,95.0130453
5785,ARUNACHAL PRADESH,West Siang,Payum ,Mega,28.465418,94.660523
5786,ARUNACHAL PRADESH,West Siang,Payum ,Bogu,28.501354,94.647949
5788,ARUNACHAL PRADESH,West Siang,Payum ,Payum ,28.550894,94.646736
5790,ARUNACHAL PRADESH,West Siang,Payum ,Gasheng,28.612553,94.636543
5791,ARUNACHAL PRADESH,West Siang,Payum ,Gate,28.619183,94.603981
5792,ARUNACHAL PRADESH,West Siang,Monigong ,Jereling,28.7723677,94.3513749
5793,ARUNACHAL PRADESH,West Siang,Monigong ,Simuging,28.814592,95.128159
5794,ARUNACHAL PRADESH,West Siang,Monigong ,Sukudom,28.851843,94.350273
5795,ARUNACHAL PRADESH,West Siang,Basar ,Basar ,28.9943325,94.8976922
